Mod:Item:MetaData, Localized Name
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:display_stand:0, 展示架
evilcraft:undead_plank_stairs:0, 亡灵楼梯
evilcraft:reinforced_undead_plank_stairs:0, 强化亡灵楼梯
evilcraft:dark_brick_stairs:0, 黑砖楼梯
evilcraft:dark_blood_brick_stairs:0, 暗黑血砖楼梯
evilcraft:werewolf_bone, 狼人的骨头
evilcraft:werewolf_flesh:0, 狼人肉
evilcraft:werewolf_flesh:1, 人肉
evilcraft:lightning_grenade, 雷击手榴弹
evilcraft:redstone_grenade, 红石脉冲弹
evilcraft:blood_extractor, 血液提取器
evilcraft:dark_gem, 暗黑宝石
evilcraft:dark_stick, 暗黑木棍
evilcraft:weather_container:0, 天气容器
evilcraft:weather_container:1, 天气容器
evilcraft:weather_container:2, 天气容器
evilcraft:weather_container:3, 天气容器
evilcraft:blood_pearl_of_teleportation, 血能末影珍珠
evilcraft:broom, 扫帚
evilcraft:hardened_blood_shard, 干血碎片
evilcraft:dark_power_gem, 暗黑充能宝石
evilcraft:blood_infusion_core, 血能注入核心
evilcraft:poison_sac, 毒囊
evilcraft:werewolf_fur, 狼人皮
evilcraft:blook, 血书
evilcraft:potentia_sphere, 神秘球
evilcraft:inverted_potentia:0, 暗黑能量球
evilcraft:inverted_potentia:1, 暗黑能量球
evilcraft:mace_of_distortion, 立场扭曲锤
evilcraft:kineticator:0, 磁场魔杖
evilcraft:kineticator:0, 磁场魔杖
evilcraft:kineticator:1, 反磁场魔杖
evilcraft:kineticator:1, 反磁场魔杖
evilcraft:vengeance_ring, 复仇指环
evilcraft:vengeance_focus:0, 复仇之焦
evilcraft:vengeance_pickaxe, 复仇之镐
evilcraft:burning_gem_stone, 灼烧暗能宝石块
evilcraft:dark_gem_crushed, 暗能宝石粉
evilcraft:vein_sword, 静脉剑
evilcraft:creative_blood_drop, 创造血源
evilcraft:dark_spike, 针管
evilcraft:exalted_crafter:0, 末影合成包
evilcraft:exalted_crafter:1, 木制合成包
evilcraft:exalted_crafter:2, 末影合成包
evilcraft:exalted_crafter:3, 木制合成包
evilcraft:necromancer_staff, 死灵法师权杖
evilcraft:invigorating_pendant, 振奋吊坠
evilcraft:corrupted_tear, 堕落之泪
evilcraft:promise:0, 坚韧的诺言 I
evilcraft:promise:1, 坚韧的诺言 II
evilcraft:promise:2, 坚韧的诺言 III
evilcraft:promise:3, 速度的诺言
evilcraft:promise:4, 效率的诺言
evilcraft:promise_acceptor:0, 铁之诺言接收器
evilcraft:promise_acceptor:1, 金之诺言接收器
evilcraft:promise_acceptor:2, 璀璨诺言接收器
evilcraft:bowl_of_promises:0, 满满的血能碗
evilcraft:bowl_of_promises:1, 空血能碗
evilcraft:bowl_of_promises:2, 血能碗
evilcraft:bowl_of_promises:3, 血能碗
evilcraft:bowl_of_promises:4, 血能碗
evilcraft:bowl_of_promises:5, 血能碗
evilcraft:dull_dust, 暗尘
evilcraft:blood_waxed_coal, 血蜡煤
evilcraft:ender_tear, 末影人之泪
evilcraft:blood_potash, 染血骨粉
evilcraft:bucket_eternal_water, 永恒水桶
evilcraft:blood_orb:0, 空晶球
evilcraft:blood_orb:1, 血晶球
evilcraft:sceptre_of_thunder, 雷电权杖
evilcraft:origins_of_darkness, 黑暗起源
evilcraft:darkened_apple, 黑苹果
evilcraft:effortless_ring, 迅捷指环
evilcraft:condensed_blood, 凝结血液
evilcraft:rejuvenated_flesh, 再生鲜肉
evilcraft:primed_pendant, 装载吊坠
evilcraft:golden_string, 金线
evilcraft:biome_extract:0, 群系要素空瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:biome_extract:1, 群系要素瓶
evilcraft:environmental_accumulation_core, 环境存储器核心
evilcraft:mace_of_destruction, 毁灭之锤
evilcraft:garmonbozia, 痛苦之源
evilcraft:poison_bottle, 毒液瓶
evilcraft:broom_part:0, 裸杆
evilcraft:broom_part:0, 木杆
evilcraft:broom_part:0, 石杆
evilcraft:broom_part:0, 骨杆
evilcraft:broom_part:0, 烈焰杆
evilcraft:broom_part:0, 甘蔗杆
evilcraft:broom_part:0, 地狱岩杆
evilcraft:broom_part:0, 黑曜石杆
evilcraft:broom_part:0, 亡灵杆
evilcraft:broom_part:0, 海晶石杆
evilcraft:broom_part:0, 冰杆
evilcraft:broom_part:0, 海绵杆
evilcraft:broom_part:0, 末地石杆
evilcraft:broom_part:0, 紫珀杆
evilcraft:broom_part:0, 裸刷
evilcraft:broom_part:0, 干草刷
evilcraft:broom_part:0, 羊毛刷
evilcraft:broom_part:0, 羽毛刷
evilcraft:broom_part:0, 枝条刷
evilcraft:broom_part:0, 树叶刷
evilcraft:broom_part:0, 裸端
evilcraft:broom_part:0, 暗黑宝石端
evilcraft:broom_part:0, 钻石端
evilcraft:broom_part:0, 绿宝石端
evilcraft:broom_part:0, 石英端
evilcraft:broom_part:0, 暗黑充能宝石端
evilcraft:broom_part:0, 骷髅头颅端
evilcraft:broom_part:0, 凋零骷髅头颅端
evilcraft:broom_part:0, 僵尸头颅端
evilcraft:broom_part:0, 玩家头颅端
evilcraft:broom_part:0, 爬行者头颅端
evilcraft:broom_part:0, 凋零头颅端
evilcraft:broom_part:0, 铁端
evilcraft:broom_part:0, 金端
evilcraft:broom_part:0, 神秘端
evilcraft:broom_part:0, 铜端
evilcraft:broom_part:0, 银端
evilcraft:broom_part:0, 铝黄铜端
evilcraft:broom_part:0, 阿迪特端
evilcraft:broom_part:0, 钴端
evilcraft:broom_part:0, 玛玉灵端
evilcraft:broom_part:0, 史莱姆端
evilcraft:vengeance_essence:0, 复仇精华
evilcraft:vengeance_essence:1, 物化复仇之魂
evilcraft:piercing_vengeance_focus:0, 复仇刺穿棱镜
evilcraft:spikey_claws, 尖爪
evilcraft:spectral_glasses, 幽冥眼镜
evilcraft:box_of_eternal_closure:0, 永恒的灵魂箱
evilcraft:box_of_eternal_closure:0, 永恒的灵魂箱
evilcraft:bound_blood_drop, 绑定的血滴
evilcraft:veined_scribing_tools, 静脉划线工具
extendedcrafting:storage:0, 黑铁块
extendedcrafting:storage:1, 流明精华块
extendedcrafting:storage:2, 下界之星块
extendedcrafting:storage:3, 水晶块
extendedcrafting:storage:4, 终极块
extendedcrafting:storage:5, 末影块
extendedcrafting:storage:6, 末影之星块
extendedcrafting:storage:7, 增强末影之星块
extendedcrafting:frame, 黑铁框架
extendedcrafting:lamp:0, 黑铁灯
extendedcrafting:lamp:1, 黑铁灯
extendedcrafting:trimmed:0, 黑铁块
extendedcrafting:trimmed:1, 黑铁块
extendedcrafting:trimmed:2, 黑铁块
extendedcrafting:trimmed:3, 黑铁块
extendedcrafting:trimmed:4, 黑铁块
extendedcrafting:trimmed:5, 黑铁块
extendedcrafting:crafting_table, 工作台
extendedcrafting:pedestal, 基座
extendedcrafting:crafting_core, 合成核心
extendedcrafting:interface, 自动化接口
extendedcrafting:table_basic, 基础工作台
extendedcrafting:table_advanced, 高级工作台
extendedcrafting:table_elite, 精英工作台
extendedcrafting:table_ultimate, 终极工作台
extendedcrafting:compressor, 量子压缩机
extendedcrafting:ender_alternator, 末影发电机
extendedcrafting:ender_crafter, 末影工作台
extendedcrafting:guide, 合成拓展指南
extendedcrafting:material:0, 黑铁锭
extendedcrafting:material:1, 黑铁粒
extendedcrafting:material:2, 黑铁板
extendedcrafting:material:3, 黑铁杆
extendedcrafting:material:7, 流明精华
extendedcrafting:material:8, 基础合成催化剂
extendedcrafting:material:9, 高级合成催化剂
extendedcrafting:material:10, 精英合成催化剂
extendedcrafting:material:11, 终极合成催化剂
extendedcrafting:material:12, Crystaltine合成催化剂
extendedcrafting:material:13, 终极催化剂
extendedcrafting:material:14, 基础合成组件
extendedcrafting:material:15, 高级合成组件
extendedcrafting:material:16, 精英合成组件
extendedcrafting:material:17, 终极合成组件
extendedcrafting:material:18, Crystaltine合成组件
extendedcrafting:material:19, 终极组件
extendedcrafting:material:24, Crystaltine锭
extendedcrafting:material:25, Crystaltine粒
extendedcrafting:material:32, 终极锭
extendedcrafting:material:33, 终极粒
extendedcrafting:material:36, 末影锭
extendedcrafting:material:37, 末影粒
extendedcrafting:material:40, 末影之星
extendedcrafting:material:41, 末影之星粒
extendedcrafting:material:48, 增强末影锭
extendedcrafting:material:49, 增强末影粒
extendedcrafting:material:128, 钻石粒
extendedcrafting:material:129, 绿宝石粒
extendedcrafting:material:140, 下界之星粒
extendedcrafting:handheld_table, 手持工作台
extendedcrafting:recipe_maker:0, 配方制作器
extendedcrafting:singularity:0, Coal 奇点
extendedcrafting:singularity:1, Iron 奇点
extendedcrafting:singularity:2, Lapis Lazuli 奇点
extendedcrafting:singularity:3, Redstone 奇点
extendedcrafting:singularity:4, Glowstone 奇点
extendedcrafting:singularity:5, Gold 奇点
extendedcrafting:singularity:6, Diamond 奇点
extendedcrafting:singularity:7, Emerald 奇点
extendedcrafting:singularity:16, Aluminum 奇点
extendedcrafting:singularity:17, Copper 奇点
extendedcrafting:singularity:18, Tin 奇点
extendedcrafting:singularity:19, Bronze 奇点
extendedcrafting:singularity:20, Zinc 奇点
extendedcrafting:singularity:21, Brass 奇点
extendedcrafting:singularity:22, Silver 奇点
extendedcrafting:singularity:23, Lead 奇点
extendedcrafting:singularity:24, Steel 奇点
extendedcrafting:singularity:25, Nickel 奇点
extendedcrafting:singularity:26, Constantan 奇点
extendedcrafting:singularity:27, Electrum 奇点
extendedcrafting:singularity:28, Invar 奇点
extendedcrafting:singularity:29, Mithril 奇点
extendedcrafting:singularity:30, Tungsten 奇点
extendedcrafting:singularity:31, Titanium 奇点
extendedcrafting:singularity:32, Uranium 奇点
extendedcrafting:singularity:33, Chrome 奇点
extendedcrafting:singularity:34, Platinum 奇点
extendedcrafting:singularity:35, Iridium 奇点
extendedcrafting:singularity:48, Signalum 奇点
extendedcrafting:singularity:49, Lumium 奇点
extendedcrafting:singularity:50, Enderium 奇点
extendedcrafting:singularity:64, Ardite 奇点
extendedcrafting:singularity:65, Cobalt 奇点
extendedcrafting:singularity:66, Manyullyn 奇点
extendedcrafting:singularity_ultimate, 终极奇点
zerocore:debugtool, 调试工具
bigreactors:ingotyellorium, 黄铀锭
bigreactors:ingotcyanite, 蓝晶锭
bigreactors:ingotgraphite, 石墨棒
bigreactors:ingotblutonium, 蓝钚锭
bigreactors:ingotludicrite, 镥锭
bigreactors:ingotsteel, 钢锭
bigreactors:dustyellorium, 黄铀粉
bigreactors:dustcyanite, 蓝晶粉
bigreactors:dustgraphite, 石墨粉
bigreactors:dustblutonium, 蓝钚粉
bigreactors:dustludicrite, 镥粉
bigreactors:duststeel, 钢粉
bigreactors:mineralanglesite, 硫酸铅矿晶体 (PbSO4)
bigreactors:mineralbenitoite, 蓝锥矿晶体 (BaTiSi3O9)
bigreactors:reactorcasingcores, 反应堆外壳核心 (旧版)
bigreactors:turbinehousingcores, 涡轮机外壳核心 (旧版)
bigreactors:wrench, 扳手
bigreactors:blockyellorium, 黄铀块
bigreactors:oreanglesite, 硫酸铅矿
bigreactors:turbinerotorblade, 涡轮机叶片 (旧版)
bigreactors:blockblutonium, 蓝钚块
bigreactors:orebenitoite, 蓝锥矿
bigreactors:turbinebearing, 涡轮机转子轴承 (旧版)
bigreactors:reactorrednetport, 反应堆红石网络端口 (旧版)
bigreactors:turbinehousing, 涡轮机外壳(旧版)
bigreactors:blocksteel, 钢块
bigreactors:reactoraccessport, 反应堆访问端口 (旧版)
bigreactors:turbinecomputerport, 涡轮机电脑端口 (旧版)
bigreactors:turbinerotorshaft, 涡轮机转轴 (旧版)
bigreactors:turbinefluidport, 涡轮机液体端口 (旧版)
bigreactors:blockgraphite, 石墨块
bigreactors:blockcyanite, 蓝晶块
bigreactors:reactorcoolantport, 反应堆冷却端口 (旧版)
bigreactors:turbinecontroller, 涡轮机控制器 (旧版)
bigreactors:reactorpowertaptesla, 反应堆Tesla能源接口 (旧版)
bigreactors:turbineglass, 涡轮机玻璃 (旧版)
bigreactors:reactorcasing, 反应堆外壳 (旧版)
bigreactors:reactorpowertaprf, 反应堆RF能源接口 (旧版)
bigreactors:reactorcontroller, 反应堆控制器 (旧版)
bigreactors:reactorredstoneport, 反应堆红石端口 (旧版)
bigreactors:oreyellorite, 黄铀矿
bigreactors:blockludicrite, 镥块
bigreactors:turbinepowertaprf, 涡轮机RF能源接口 (旧版)
bigreactors:turbinepowertaptesla, 涡轮机Tesla能源接口 (旧版)
bigreactors:reactorcomputerport, 反应堆计算机端口 (旧版)
bigreactors:reactorglass, 反应堆玻璃(旧版)
bigreactors:reactorcontrolrod, 反应堆控制杆 (旧版)
bigreactors:reactorfuelrod, 反应堆燃料棒 (旧版)
immersiveengineering:ore:0, 铜矿石
immersiveengineering:ore:1, 铝土矿石
immersiveengineering:ore:2, 铅矿石
immersiveengineering:ore:3, 银矿石
immersiveengineering:ore:4, 镍矿石
immersiveengineering:ore:5, 铀矿石
immersiveengineering:storage:0, 铜块
immersiveengineering:storage:1, 铝块
immersiveengineering:storage:2, 铅块
immersiveengineering:storage:3, 银块
immersiveengineering:storage:4, 镍块
immersiveengineering:storage:5, 铀块
immersiveengineering:storage:6, 康铜块
immersiveengineering:storage:7, 琥珀金块
immersiveengineering:storage:8, 钢块
immersiveengineering:storage_slab:0, 铜台阶
immersiveengineering:storage_slab:1, 铝台阶
immersiveengineering:storage_slab:2, 铅台阶
immersiveengineering:storage_slab:3, 银台阶
immersiveengineering:storage_slab:4, 镍台阶
immersiveengineering:storage_slab:5, 铀台阶
immersiveengineering:storage_slab:6, 康铜台阶
immersiveengineering:storage_slab:7, 琥珀金台阶
immersiveengineering:storage_slab:8, 钢台阶
immersiveengineering:stone_decoration:0, 焦炉砖
immersiveengineering:stone_decoration:1, 高炉砖
immersiveengineering:stone_decoration:2, 强化高炉砖
immersiveengineering:stone_decoration:3, 焦煤块
immersiveengineering:stone_decoration:4, 麻凝土
immersiveengineering:stone_decoration:5, 混凝土
immersiveengineering:stone_decoration:6, 混凝土砖
immersiveengineering:stone_decoration:7, 镀铅混凝土
immersiveengineering:stone_decoration:8, 绝缘玻璃
immersiveengineering:stone_decoration:10, 窑砖
immersiveengineering:stone_decoration_slab:0, 焦炉砖台阶
immersiveengineering:stone_decoration_slab:1, 高炉砖台阶
immersiveengineering:stone_decoration_slab:2, 强化高炉砖台阶
immersiveengineering:stone_decoration_slab:4, 麻凝土台阶
immersiveengineering:stone_decoration_slab:5, 混凝土台阶
immersiveengineering:stone_decoration_slab:6, 混凝土砖台阶
immersiveengineering:stone_decoration_slab:7, 镀铅混凝土台阶
immersiveengineering:stone_decoration_slab:10, 窑砖台阶
immersiveengineering:stone_decoration_stairs_hempcrete, 麻凝土楼梯
immersiveengineering:stone_decoration_stairs_concrete, 混凝土楼梯
immersiveengineering:stone_decoration_stairs_concrete_tile, 混凝土砖楼梯
immersiveengineering:stone_decoration_stairs_concrete_leaded, 镀铅混凝土楼梯
immersiveengineering:stone_device:3, 混凝土薄板
immersiveengineering:stone_device:4, 混凝土板
immersiveengineering:stone_device:5, 混凝土块
immersiveengineering:treated_wood:0, 防腐木板
immersiveengineering:treated_wood:1, 防腐木板
immersiveengineering:treated_wood:2, 防腐木板
immersiveengineering:treated_wood_slab:0, 防腐木台阶
immersiveengineering:treated_wood_slab:1, 防腐木台阶
immersiveengineering:treated_wood_slab:2, 防腐木台阶
immersiveengineering:treated_wood_stairs0, 防腐木楼梯
immersiveengineering:treated_wood_stairs1, 防腐木楼梯
immersiveengineering:treated_wood_stairs2, 防腐木楼梯
immersiveengineering:wooden_decoration:0, 防腐木栅栏
immersiveengineering:wooden_decoration:1, 防腐木脚手架
immersiveengineering:wooden_device0:0, 木质储物箱
immersiveengineering:wooden_device0:1, 木桶
immersiveengineering:wooden_device0:2, 工程师装配台
immersiveengineering:wooden_device0:3, 物品路由器
immersiveengineering:wooden_device0:4, 火药桶
immersiveengineering:wooden_device0:5, 强化储存箱
immersiveengineering:wooden_device0:6, 旋转台
immersiveengineering:wooden_device0:7, 流体路由器
immersiveengineering:wooden_device1:0, 水车
immersiveengineering:wooden_device1:1, 风车
immersiveengineering:wooden_device1:3, 木杆
immersiveengineering:wooden_device1:4, 木质壁挂支架
immersiveengineering:hemp, 工业大麻
immersiveengineering:cloth_device:0, 气垫
immersiveengineering:cloth_device:1, 气球
immersiveengineering:cloth_device:2, 带状帘
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, 铜板金属块
immersiveengineering:sheetmetal:1, 铝板金属块
immersiveengineering:sheetmetal:2, 铅板金属块
immersiveengineering:sheetmetal:3, 银板金属块
immersiveengineering:sheetmetal:4, 镍板金属块
immersiveengineering:sheetmetal:5, 铀板金属块
immersiveengineering:sheetmetal:6, 康铜板金属块
immersiveengineering:sheetmetal:7, 琥珀金板金属块
immersiveengineering:sheetmetal:8, 钢板金属块
immersiveengineering:sheetmetal:9, 铁板金属块
immersiveengineering:sheetmetal:10, 金板金属块
immersiveengineering:sheetmetal_slab:0, 铜板金属块台阶
immersiveengineering:sheetmetal_slab:1, 铝板金属块台阶
immersiveengineering:sheetmetal_slab:2, 铅板金属块台阶
immersiveengineering:sheetmetal_slab:3, 银板金属块台阶
immersiveengineering:sheetmetal_slab:4, 镍板金属块台阶
immersiveengineering:sheetmetal_slab:5, 铀板金属块台阶
immersiveengineering:sheetmetal_slab:6, 康铜板金属块台阶
immersiveengineering:sheetmetal_slab:7, 琥珀金板金属块台阶
immersiveengineering:sheetmetal_slab:8, 钢板金属块台阶
immersiveengineering:sheetmetal_slab:9, 铁板金属块台阶
immersiveengineering:sheetmetal_slab:10, 金板金属块台阶
immersiveengineering:metal_decoration0:0, 铜线圈
immersiveengineering:metal_decoration0:1, 琥珀金线圈
immersiveengineering:metal_decoration0:2, 高压线圈
immersiveengineering:metal_decoration0:3, 红石工程块
immersiveengineering:metal_decoration0:4, 轻型工程块
immersiveengineering:metal_decoration0:5, 重型工程块
immersiveengineering:metal_decoration0:6, 发电机模块
immersiveengineering:metal_decoration0:7, 散热器模块
immersiveengineering:metal_decoration1:0, 钢栅栏
immersiveengineering:metal_decoration1:1, 钢脚手架
immersiveengineering:metal_decoration1:2, 钢脚手架
immersiveengineering:metal_decoration1:3, 钢脚手架
immersiveengineering:metal_decoration1:4, 铝栅栏
immersiveengineering:metal_decoration1:5, 铝脚手架
immersiveengineering:metal_decoration1:6, 铝脚手架
immersiveengineering:metal_decoration1:7, 铝脚手架
immersiveengineering:metal_decoration2:0, 钢杆
immersiveengineering:metal_decoration2:1, 钢壁挂支架
immersiveengineering:metal_decoration2:2, 铝杆
immersiveengineering:metal_decoration2:3, 铝壁挂支架
immersiveengineering:metal_decoration2:4, 灯
immersiveengineering:metal_decoration2:5, 刀片刺网
immersiveengineering:metal_decoration2:7, 钢结构臂
immersiveengineering:metal_decoration2:8, 铝结构臂
immersiveengineering:metal_decoration1_slab:1, 钢脚手架台阶
immersiveengineering:metal_decoration1_slab:2, 钢脚手架台阶
immersiveengineering:metal_decoration1_slab:3, 钢脚手架台阶
immersiveengineering:metal_decoration1_slab:5, 铝脚手架台阶
immersiveengineering:metal_decoration1_slab:6, 铝脚手架台阶
immersiveengineering:metal_decoration1_slab:7, 铝脚手架台阶
immersiveengineering:steel_scaffolding_stairs0, 钢脚手架楼梯
immersiveengineering:steel_scaffolding_stairs1, 钢脚手架楼梯
immersiveengineering:steel_scaffolding_stairs2, 钢脚手架楼梯
immersiveengineering:aluminum_scaffolding_stairs0, 铝脚手架楼梯
immersiveengineering:aluminum_scaffolding_stairs1, 铝脚手架楼梯
immersiveengineering:aluminum_scaffolding_stairs2, 铝脚手架楼梯
immersiveengineering:metal_ladder:0, 金属梯子
immersiveengineering:metal_ladder:1, 安全梯
immersiveengineering:metal_ladder:2, 安全梯
immersiveengineering:connector:0, 低压接线器
immersiveengineering:connector:1, 低压继电器
immersiveengineering:connector:2, 中压接线器
immersiveengineering:connector:3, 中压继电器
immersiveengineering:connector:4, 高压接线器
immersiveengineering:connector:5, 高压继电器
immersiveengineering:connector:6, 结构性接线器
immersiveengineering:connector:7, 变压器
immersiveengineering:connector:8, 高压变压器
